latex_pred,latex_true,pron,cer,wer,rouge1,chrf,chrfpp,bleu,sbleu,meteor,cer_lower,wer_lower,rouge1_lower,chrf_lower,chrfpp_lower,bleu_lower,sbleu_lower,meteor_lower
 mw^4,mw^4,Эм умножить на дабл ю в четвёртой степени,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 8 x^2 + 7 x - 3,8x^2 + 7x - 3,Восемь умножить на икс в квадрате плюс семь умножить на икс минус три,0.15384615384615385,0.8,0.4,1.0,0.8496856416135273,0.0,0.2231618068926665,0.49145299145299143,0.15384615384615385,0.8,0.4,1.0,0.8496856416135273,0.0,0.2231618068926665,0.49145299145299143
 by,by,Б умножить на игрек,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 dw^2,dw^2,Дэ умноженное на дабл ю в квадрате,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 f \cdot \zeta,f \cdot \zeta,Эф умножить на дзета,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 \frac{i}{\iota},\frac{i}{\iota},Ай делить на йота,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 n + \xi,n + \xi,Эн плюс кси,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 w \cdot \psi,w \cdot \psi,Дабл ю умножить на пси,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 \gamma + \delta,\gamma + \delta,Гамма плюс дельта,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 2x^{\frac{3}{2}} + 3x^2,2x^{\frac{3}{2}} + 3x^2,Два икс возведённый в степень три вторых плюс три икс в квадрате,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 x^{\frac{4}{5}},x^{\frac{4}{5}},Икс возведённый в степень четыре пятых,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995
 rx^4 + sx^3 + tx^2 + ux + v = w,rx^4 + sx^3 + tx^2 + ux + v = w,Эр икс в четвёртой степени плюс эс икс в кубе плюс те икс в квадрате плюс у икс плюс ве равно дабл-ю,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 mw^4,mw^4,Эм умножить на дабл-ю в четвёртой степени,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 px^2 + qx + r,p x^2 + q x + r,Пи икс в квадрате плюс ку икс плюс эр,0.13333333333333333,0.5714285714285714,0.4,1.0,0.8305828897604708,0.0,0.23099966849728545,0.3758169934640523,0.13333333333333333,0.5714285714285714,0.4,1.0,0.8305828897604708,0.0,0.23099966849728545,0.3758169934640523
 w \cdot \psi,w \cdot \psi,дубль вэ умножить на пси,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 P(X=x) = \int_{-\infty}^{\infty} f(x) dy,"f_X(x) = \int_{-\infty}^{\infty} f_{X,Y}(x,y) dy","Функция плотности вероятности икс, обозначаемая как f под икс от икс, равна интегралу от минус бесконечности до плюс бесконечности совместной функции плотности вероятности икс и Y, обозначаемой как f под икс, Y от икс, y, по отношению к y.",0.22916666666666666,0.4,0.761904761904762,0.6611786887199148,0.6618816850805784,0.5398367096413488,0.5398367096413486,0.4955647005029722,0.22916666666666666,0.4,0.761904761904762,0.6652044872503992,0.6649018117885015,0.5471831154663553,0.5471831154663551,0.4955647005029722
 \log_{33.9} \zeta = 683,\log_{33.09} \zeta = 683,логарифм по основанию тридцать три и девять сотых от дзета равен шестьсот восемьдесят три,0.041666666666666664,0.25,0.8000000000000002,0.8092379719451818,0.8111681571655237,0.6580370064762462,0.6580370064762461,0.8412698412698414,0.041666666666666664,0.25,0.8000000000000002,0.8092379719451818,0.8111681571655237,0.6580370064762462,0.6580370064762461,0.8412698412698414
 \log_{345.99} \epsilon = 464,\log_{345.99} \epsilon = 464,логарифм по основанию триста сорок пять и девяносто девять сотых от эпсилон равен четыреста шестьдесят четыре,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \arccos{\frac{x}{y}},\arccos{\left(\frac{x}{y}\right)},арккосинус икс делить на игрек,0.3939393939393939,1.0,0.8,0.5322173271809778,0.4636042154294598,0.5061208977839848,0.5061208977839847,0.7253676470588236,0.3939393939393939,1.0,0.8,0.5322173271809778,0.4636042154294598,0.5061208977839848,0.5061208977839847,0.7253676470588236
 356 - 197 = 783,356 - 197 = 783,триста пятьдесят шесть минус сто девяносто семь равно семьсот восемьдесят три,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \int_{-1}^{1} \sin(x) dx,\int_{-1}^{1} \sin(x) dx,интеграл от минус одного до одного синус икс дэ икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 \int_{-\pi}^{\pi} x dx,\int_{-\pi}^{\pi} x dx,интеграл от минус пи до пи икс дэ икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995
 \int_{-1}^{1} \cos(x) dx,\int_{-1}^{1} \cos(x) dx,интеграл от минус одного до одного косинус икс дэ икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 \int_{-\pi}^{\pi} x^2 dx,\int_{-\pi}^{\pi} x^2 dx,интеграл от минус пи до пи икс в квадрате дэ икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995
 \frac{d}{dx} x^3 + 3x^2 - 5x + 7,\frac{d}{dx}(x^3 + 3x^2 - 5x + 7),производная от икс в кубе плюс три икс в квадрате минус пять икс плюс семь,0.06060606060606061,0.42857142857142855,1.0,0.8239526561900884,0.7795648292862157,0.8164795700243455,0.8164795700243446,0.884784293464221,0.06060606060606061,0.42857142857142855,1.0,0.8239526561900884,0.7795648292862157,0.8164795700243455,0.8164795700243446,0.884784293464221
 \sum_{n=0}^{n} x,\sum_{n=0}^{n} x,сумма от эн равно нулю до эн икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \ln{x},\ln(x),логарифм от икс по основанию е,0.3333333333333333,1.0,1.0,0.21944444444444444,0.16458333333333328,0.0,0.23643540225079385,0.25,0.3333333333333333,1.0,1.0,0.21944444444444444,0.16458333333333328,0.0,0.23643540225079385,0.25
 \int_{0}^{1} \frac{1}{x} dx,\int_{0}^{1} \frac{1}{x} dx,интеграл от нуля до одного один делить на икс дэ икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875
 \int_{0}^{1} \cos(x) dx,\int_{0}^{1} \cos(x) dx,интеграл от нуля до одного косинус икс дэ икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 \log_{5}(x),\log_{5}(x),логарифм от икс по основанию пять,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 x^{y-2},x^{y-2},икс в степени игрек минус два,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 \sum_{n=0}^{5} x^3 + y,\sum_{n=0}^{5} x^3 + y,сумма от эн равно нулю до пяти икс в кубе плюс игрек,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 \alpha = \beta - \gamma,\alpha = \beta - \gamma,альфа равно бета минус гамма,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \alpha = \sin(x),\alpha = \sin(x),альфа равно синус икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852
 18x + 9y = 26,17x + 9y = 26,семнадцать икс плюс девять игрек равно двадцать шесть,0.07692307692307693,0.2,0.6666666666666666,0.6866402116402116,0.7087301587301588,0.668740304976422,0.6687403049764218,0.7937500000000002,0.07692307692307693,0.2,0.6666666666666666,0.6866402116402116,0.7087301587301588,0.668740304976422,0.6687403049764218,0.7937500000000002
 4y + 7\delta = 5,4\gamma + 7\delta = 5,четыре гамма плюс семь дельта равно пять,0.2857142857142857,0.2,0.6666666666666665,0.5589311974536553,0.6161369740509908,0.608025321419836,0.6080253214198355,0.7937500000000002,0.2857142857142857,0.2,0.6666666666666665,0.5589311974536553,0.6161369740509908,0.608025321419836,0.6080253214198355,0.7937500000000002
 9\theta - 6\omega = 4,9\theta - 6\omega = 4,девять тета минус шесть омега равно четыре,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 12\sigma + 9\theta = 2,12\sigma + 9\theta = 2,двенадцать сигма плюс девять тета равно два,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 13\omega - 10\alpha = 1,13\omega - 10\alpha = 1,тринадцать омега минус десять альфа равно один,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 16\theta + 13\omega = 5,16\theta + 13\omega = 5,шестнадцать тета плюс тринадцать омега равно пять,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 5\alpha - 3\beta = 1,5\alpha - 3\beta = 1,пять альфа минус три бета равно один,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \frac{8\beta}{4\gamma} = 5,\frac{8\beta}{4\gamma} = 5,восемь бета делить на четыре гамма равно пять,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \frac{21\beta}{16\gamma} = 5,\frac{21\beta}{16\gamma} = 5,двадцать один бета делить на шестнадцать гамма равно пять,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \frac{6\alpha}{5\beta} = 2,\frac{6\alpha}{5\beta} = 2,шесть альфа делить на пять бета равно два,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \frac{13\omega}{12\alpha} = 2,\frac{13\omega}{12\alpha} = 2,тринадцать омега делить на двенадцать альфа равно два,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \frac{20\omega}{19\alpha} = 4,\frac{20\omega}{19\alpha} = 4,двадцать омега делить на девятнадцать альфа равно четыре,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \frac{21\beta}{20\gamma} = 5,\frac{21\beta}{20\gamma} = 5,двадцать один бета делить на двадцать гамма равно пять,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \lim_{n \to \infty} \frac{1}{n},\lim_{n \to \infty} \frac{1}{n},предел при эн стремится к бесконечности от одного делить на эн,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 \lim_{n \to \infty} \frac{n+1}{n},\lim_{n \to \infty} \frac{n}{n+1},предел при эн стремится к бесконечности от эн делить на эн плюс один,0.12121212121212122,0.25,1.0,0.8973049789716456,0.8716394485144485,0.9218658175671758,0.921865817567176,0.9715521165225307,0.12121212121212122,0.25,1.0,0.8973049789716456,0.8716394485144485,0.9218658175671758,0.921865817567176,0.9715521165225307
 \lim_{n \to 0} e^{-n},\lim_{n \to 0} e^{-n},предел при эн стремится к нулю от е в степени минус эн,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995
 \lim_{x \to \infty} \frac{1}{x^2},\lim_{x \to \infty} \frac{1}{x^2},предел при икс стремится к бесконечности от один делить на икс в квадрате,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 \lim_{{x \to 0}} \frac{{\cos x}}{{x}},\lim_{x \to 0} \frac{\cos(x)}{x},предел при икс стремится к нулю от косинус икс делить на икс,0.21875,1.0,1.0,0.5704021609786731,0.5192091465052776,0.4730264821537874,0.47302648215378745,0.6466214534594324,0.21875,1.0,1.0,0.5704021609786731,0.5192091465052776,0.4730264821537874,0.47302648215378745,0.6466214534594324
 \lim_{n \to 0} \frac{1}{n+1},\lim_{n \to 0} \frac{1}{n+1},предел при эн стремится к нулю от один делить на эн плюс один,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 \lim_{n \to \infty} \frac{\sin(n)}{n^2},\lim_{n \to \infty} \frac{\sin(n)}{n^2},предел при эн стремится к бесконечности от синус эн делить на эн в квадрате,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875
 \lim_{\beta \to \infty} \frac{1}{\beta},\lim_{\beta \to \infty} \frac{1}{\beta},предел при бета стремится к бесконечности от одного делить на бета,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 \lim_{\theta \to 0} e^{-\theta},\lim_{\theta \to 0} e^{-\theta},предел при тета стремится к нулю от е в степени минус тета,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995
 \lim_{\pi \to 0} \frac{1}{\pi^2},\lim_{\pi \to 0} \frac{1}{\pi^2},предел при пи стремится к нулю от один делить на пи в квадрате,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 \lim_{\sigma \to \infty} \frac{1}{\sigma^3},\lim_{\sigma \to \infty} \frac{1}{\sigma^3},предел при сигма стремится к бесконечности от один делить на сигма в кубе,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 \lim_{\gamma \to 0} \frac{e^\gamma - 1}{\gamma},\lim_{\gamma \to 0} \frac{e^\gamma - 1}{\gamma},предел при гамма стремится к нулю от е в степени гамма минус один делить на гамма,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998518518518519,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998518518518519
 \lim_{\xi \to \infty} \frac{\xi}{\xi+1},\lim_{\xi \to \infty} \frac{\xi}{\xi+1},предел при кси стремится к бесконечности от кси делить на кси плюс один,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 \lim_{\pi \to \infty} \frac{\sin(\pi)}{\pi},\lim_{\pi \to \infty} \frac{\sin(\pi)}{\pi},предел при пи стремится к бесконечности от синус пи делить на пи,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875
 \lim_{\sigma \to \infty} \frac{\sigma}{e^\sigma},\lim_{\sigma \to \infty} \frac{\sigma}{e^\sigma},предел при сигма стремится к бесконечности от сигма делить на е в степени сигма,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 \lim_{\lambda \to 8} \frac{1}{\lambda^2},\lim_{\lambda \to 8} \frac{1}{\lambda^2},предел при лямбда стремится к восьми от один делить на лямбда в квадрате,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 n(k) = \frac{n!}{k!(n-k)!},\binom{n}{k} = \frac{n!}{k!(n-k)!},"Комбинация из N элементов по K равна N факториал делённый на K факториал, умноженный на N минус K факториал.",0.29411764705882354,0.3333333333333333,0.9333333333333333,0.6368387842319387,0.6165972314461096,0.643941209656049,0.643941209656049,0.7703993055555557,0.29411764705882354,0.3333333333333333,0.9333333333333333,0.6368387842319387,0.6165972314461096,0.643941209656049,0.643941209656049,0.7703993055555557
 ||\vec{y}|| = \sqrt{\delta_1^2 + c_2^2 + \cdots + \delta_n^2},||\vec{y}|| = \sqrt{\delta_1^2 + c_2^2 + \cdots + \delta_n^2},"Норма вектора игрек равна квадратному корню из суммы квадратов дельта один, цэ два, и так далее до дельта n в квадрате.",0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875
 30x^2 + 25y = 50,30x^2 + 25y = 50,тридцать икс в квадрате плюс двадцать пять игрек равно пятьдесят,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 45x * 2y = 90,45x * 2y = 90,сорок пять икс умножить на два игрек равно девяносто,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \frac{25y^2}{5x} = 5,\frac{25y^2}{5x} = 5,двадцать пять игрек в квадрате делить на пять икс равно пять,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 65x * 5y = 325,65x * 5y = 325,шестьдесят пять икс умножить на пять игрек равно триста двадцать пять,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
